,User_id,Material_name,Module_id,Type,Status,Date
34816,3461, Handout 5 - Flowcharts,'37315'.,PDF,viewed,26/07/21
34817,3657, Lecture 5,'37313',Video,completed,26/07/21
34818,3461, Lecture 5,'37313',Video,completed,26/07/21
34819,3461, Lecture Materials ,'36695',Other,completed,26/07/21
34820,3479, Lab Materials ,'36696',Other,completed,26/07/21
34821,3512, Dataset 2,'37350'.,Other,viewed,26/07/21
34822,3512, Dataset 1,'37349'.,Other,viewed,26/07/21
34823,3479, Handout 5 - Flowcharts,'37315',PDF,completed,26/07/21
34824,3479, Handout 5 - Flowcharts,'37315'.,PDF,viewed,26/07/21
34825,3479, Lecture 5,'37313',Video,completed,26/07/21
34826,3479, Lecture Materials ,'36695',Other,completed,26/07/21
34829,3425, Dataset 1,'37349'.,Other,viewed,26/07/21
34830,3412, Dataset 2,'37350'.,Other,viewed,26/07/21
34831,3412, Dataset 1,'37349'.,Other,viewed,26/07/21
34832,3412, Dataset 1,'37349'.,Other,viewed,26/07/21
34837,3412, Handout 5 - Flowcharts,'37315',PDF,completed,26/07/21
34838,3760, Dataset 2,'37350'.,Other,viewed,26/07/21
34839,3760, Dataset 1,'37349'.,Other,viewed,26/07/21
34840,3760, Dataset 2,'37350',Other,completed,26/07/21
34841,3760, Dataset 1,'37349',Other,completed,26/07/21
34842,3760, Dataset 1,'37349'.,Other,viewed,26/07/21
34843,3760, Dataset 1,'37349'.,Other,viewed,26/07/21
34848,3760, Lab Materials ,'37338',Other,completed,26/07/21
34849,3760, Lecture Materials ,'37336',Other,completed,26/07/21
34850,3387, Dataset 2,'37350'.,Other,viewed,26/07/21
34851,3387, Dataset 2,'37350',Other,completed,26/07/21
34852,3387, Dataset 1,'37349',Other,completed,26/07/21
34854,3387, Lecture Materials ,'37336',Other,completed,26/07/21
34855,3387, Lab Materials ,'37338',Other,completed,26/07/21
34856,3387, Lecture Materials ,'37336',Other,completed,26/07/21
34857,3760, Handout 5 - Flowcharts,'37315',PDF,completed,26/07/21
34858,3387, Lab Materials ,'37338',Other,completed,26/07/21
34860,3387, Dataset 1,'37349'.,Other,viewed,26/07/21
34861,3387, Dataset 2,'37350'.,Other,viewed,26/07/21
34862,3928, Dataset 2,'37350'.,Other,viewed,26/07/21
34863,3387, Dataset 1,'37349'.,Other,viewed,26/07/21
34864,3928, Dataset 1,'37349'.,Other,viewed,26/07/21
34865,3760, Handout 5 - Flowcharts,'37315'.,PDF,viewed,26/07/21
34866,3760, Lecture 5,'37313',Video,completed,26/07/21
34868,3719, Dataset 1,'37349'.,Other,viewed,26/07/21
34869,3719, Dataset 1,'37349'.,Other,viewed,26/07/21
34871,3928, Handout 5 - Flowcharts,'37315'.,PDF,viewed,26/07/21
34873,3719, Dataset 2,'37350'.,Other,viewed,26/07/21
34874,3719, Dataset 1,'37349'.,Other,viewed,26/07/21
34877,3719, Handout 5 - Flowcharts,'37315'.,PDF,viewed,26/07/21
34878,3431, Dataset 1,'37349'.,Other,viewed,26/07/21
34879,3412, Handout 5 - Flowcharts,'37315'.,PDF,viewed,26/07/21
34880,3894, Handout 5 - Flowcharts,'37315'.,PDF,viewed,26/07/21
34881,3750, Handout4 PythonProgramming2,'35326',PDF,completed,26/07/21
34882,3750, Handout4 PythonProgramming2,'35326',PDF,completed,26/07/21
34883,3750, Handout4 PythonProgramming2,'35326'.,PDF,viewed,26/07/21
34884,3428, Dataset 2,'37350'.,Other,viewed,26/07/21
34885,3428, Dataset 1,'37349'.,Other,viewed,26/07/21
34886,3896, Dataset 1,'37349'.,Other,viewed,26/07/21
34887,3489, Dataset 2,'37350'.,Other,viewed,26/07/21
34888,3489, Dataset 2,'37350',Other,completed,26/07/21
34889,3489, Dataset 1,'37349'.,Other,viewed,26/07/21
34893,3513, Dataset 1,'37349'.,Other,viewed,26/07/21
34894,3584, Dataset 2,'37350'.,Other,viewed,26/07/21
34896,3598, Dataset 1,'37349'.,Other,viewed,26/07/21
34897,3598, Dataset 1,'37349'.,Other,viewed,26/07/21
34900,3584, Dataset 1,'37349'.,Other,viewed,26/07/21
34901,3598, Handout4 PythonProgramming2,'35326',PDF,completed,26/07/21
34902,3598, Handout4 PythonProgramming2,'35326'.,PDF,viewed,26/07/21
34903,3598, Handout 5 - Flowcharts,'37315'.,PDF,viewed,26/07/21
34905,3598, Lab Materials ,'36696',Other,completed,26/07/21
34906,3598, Lecture 4,'36184',Video,completed,26/07/21
34908,3584, Dataset 1,'37349'.,Other,viewed,26/07/21
34910,3431, Dataset 2,'37350'.,Other,viewed,26/07/21
34913,3431, Handout4 PythonProgramming2,'35326'.,PDF,viewed,26/07/21
34914,3576, Dataset 1,'37349'.,Other,viewed,26/07/21
34918,3566, Dataset 2,'37350'.,Other,viewed,26/07/21
34919,3566, Dataset 1,'37349'.,Other,viewed,26/07/21
34920,3566, Dataset 1,'37349'.,Other,viewed,26/07/21
34921,3529, Dataset 2,'37350'.,Other,viewed,26/07/21
34922,3529, Dataset 1,'37349'.,Other,viewed,26/07/21
34923,3529, Dataset 1,'37349'.,Other,viewed,26/07/21
34928,3472, Dataset 1,'37349'.,Other,viewed,26/07/21
34932,3472, Dataset 2,'37350'.,Other,viewed,26/07/21
34933,3472, Dataset 1,'37349'.,Other,viewed,26/07/21
34937,3502, Dataset 1,'37349'.,Other,viewed,26/07/21
34939,3521, Dataset 1,'37349'.,Other,viewed,26/07/21
34941,3612, Dataset 1,'37349'.,Other,viewed,26/07/21
34942,3612, Dataset 1,'37349'.,Other,viewed,26/07/21
34946,3482, Dataset 2,'37350'.,Other,viewed,26/07/21
34947,3773, Lecture 5,'37313',Video,completed,26/07/21
34948,3773, Handout 5 - Flowcharts,'37315',PDF,completed,26/07/21
34949,3482, Dataset 1,'37349'.,Other,viewed,26/07/21
34951,3906, Lecture Materials ,'37336',Other,completed,26/07/21
34952,3906, Lecture Materials ,'37336',Other,completed,26/07/21
34959,3906, Dataset 1,'37349'.,Other,viewed,26/07/21
34960,3906, Dataset 1,'37349',Other,completed,26/07/21
34961,3906, Dataset 1,'37349',Other,completed,26/07/21
34962,3551, Dataset 1,'37349'.,Other,viewed,26/07/21
34966,3799, Handout 3,'33245'.,PDF,viewed,26/07/21
34967,3799, Handout 2,'33244'.,PDF,viewed,26/07/21
34969,3425, Dataset 2,'37350'.,Other,viewed,26/07/21
34971,3482, Dataset 2,'37350'.,Other,viewed,26/07/21
34972,3425, Dataset 1,'37349'.,Other,viewed,26/07/21
34973,3425, Dataset 1,'37349'.,Other,viewed,26/07/21
34974,3482, Dataset 1,'37349'.,Other,viewed,26/07/21
34975,3482, Dataset 1,'37349'.,Other,viewed,26/07/21
34979,3558, Dataset 1,'37349'.,Other,viewed,26/07/21
34980,3425, Dataset 1,'37349'.,Other,viewed,26/07/21
34981,3425, Dataset 1,'37349'.,Other,viewed,26/07/21
34983,3425, Dataset 1,'37349'.,Other,viewed,26/07/21
34986,3560, Dataset 2,'37350'.,Other,viewed,26/07/21
34987,3560, Dataset 1,'37349'.,Other,viewed,26/07/21
34988,3560, Dataset 1,'37349'.,Other,viewed,26/07/21
34992,3525, Dataset 1,'37349'.,Other,viewed,26/07/21
34993,3906, Handout 5 - Flowcharts,'37315'.,PDF,viewed,26/07/21
34994,3906, Lecture 5,'37313',Video,completed,26/07/21
34995,3906, Lecture Materials ,'36695',Other,completed,26/07/21
34996,3906, Lab Materials ,'36696',Other,completed,26/07/21
35000,3525, Dataset 1,'37349'.,Other,viewed,26/07/21
35001,3906, Handout 5 - Flowcharts,'37315'.,PDF,viewed,26/07/21
35002,3906, Lecture Materials ,'34050',Other,completed,26/07/21
35003,3906, Handout 2,'33244'.,PDF,viewed,26/07/21
35004,3906, Lecture 2,'33127',Video,completed,26/07/21
35005,3587, Dataset 2,'37350'.,Other,viewed,26/07/21
35006,3587, Dataset 1,'37349'.,Other,viewed,26/07/21
35007,3451, Dataset 2,'37350'.,Other,viewed,26/07/21
35008,3906, Handout 1,'33243'.,PDF,viewed,26/07/21
35009,3451, Dataset 2,'37350'.,Other,viewed,26/07/21
35010,3906, Handout 1,'33243',PDF,completed,26/07/21
35011,3906, Lecture 1,'32094',Video,completed,26/07/21
35014,3451, Dataset 1,'37349'.,Other,viewed,26/07/21
35017,3435, Dataset 2,'37350'.,Other,viewed,26/07/21
35018,3521, Dataset 1,'37349'.,Other,viewed,26/07/21
35021,3409, Dataset 2,'37350'.,Other,viewed,26/07/21
35022,3409, Dataset 1,'37349'.,Other,viewed,26/07/21
35024,3535, Dataset 2,'37350',Other,completed,26/07/21
35027,3535, Dataset 2,'37350'.,Other,viewed,26/07/21
35028,3535, Dataset 1,'37349',Other,completed,26/07/21
35030,3535, Dataset 1,'37349'.,Other,viewed,26/07/21
35033,3535, Dataset 2,'37350'.,Other,viewed,26/07/21
35034,3535, Dataset 1,'37349'.,Other,viewed,26/07/21
35035,3535, Dataset 1,'37349'.,Other,viewed,26/07/21
35036,3535, Dataset 1,'37349'.,Other,viewed,26/07/21
35037,3535, Dataset 1,'37349'.,Other,viewed,26/07/21
35042,3651, Dataset 2,'37350'.,Other,viewed,26/07/21
35043,3535, Handout 5 - Flowcharts,'37315',PDF,completed,26/07/21
35044,3651, Dataset 1,'37349'.,Other,viewed,26/07/21
35045,3535, Handout 5 - Flowcharts,'37315'.,PDF,viewed,26/07/21
35047,3535, Lecture 5,'37313',Video,completed,26/07/21
35048,3435, Dataset 1,'37349'.,Other,viewed,26/07/21
35051,3560, Dataset 2,'37350'.,Other,viewed,26/07/21
35052,3560, Dataset 1,'37349'.,Other,viewed,26/07/21
35057,3425, Handout 1,'33243',PDF,completed,26/07/21
35058,3425, Handout 2,'33244',PDF,completed,26/07/21
35059,3425, Handout 3,'33245',PDF,completed,26/07/21
35061,3425, Lecture Materials ,'34050',Other,completed,26/07/21
35062,3425, Lecture 3,'35332',Video,completed,26/07/21
35063,3425, Handout4 PythonProgramming2,'35326',PDF,completed,26/07/21
35067,3425, Lecture 4,'36184',Video,completed,26/07/21
35068,3425, Lab Materials ,'36696',Other,completed,26/07/21
35071,3495, Dataset 2,'37350'.,Other,viewed,26/07/21
35072,3495, Dataset 1,'37349'.,Other,viewed,26/07/21
35075,3612, Dataset 2,'37350'.,Other,viewed,26/07/21
35076,3612, Dataset 1,'37349'.,Other,viewed,26/07/21
35077,3651, Lecture 5,'37313',Video,completed,26/07/21
35078,3651, Handout 5 - Flowcharts,'37315',PDF,completed,26/07/21
35079,3651, Handout 5 - Flowcharts,'37315'.,PDF,viewed,26/07/21
35081,2155, Dataset 2,'37350'.,Other,viewed,26/07/21
35082,2155, Dataset 2,'37350',Other,completed,26/07/21
35083,2155, Dataset 1,'37349'.,Other,viewed,26/07/21
35084,2155, Dataset 1,'37349',Other,completed,26/07/21
35087,3491, Lecture Materials ,'34050',Other,completed,26/07/21
35088,3491, Lecture 4,'36184',Video,completed,26/07/21
35089,3491, Lab Materials ,'36696',Other,completed,26/07/21
35090,3491, Lecture Materials ,'36695',Other,completed,26/07/21
35091,3491, Lecture 5,'37313',Video,completed,26/07/21
35092,3491, Handout 5 - Flowcharts,'37315',PDF,completed,26/07/21
35093,3491, Handout 5 - Flowcharts,'37315'.,PDF,viewed,26/07/21
35094,3491, Lecture Materials ,'37336',Other,completed,26/07/21
35095,3491, Lab Materials ,'37338',Other,completed,26/07/21
35096,3491, Dataset 2,'37350'.,Other,viewed,26/07/21
35097,3491, Dataset 1,'37349'.,Other,viewed,26/07/21
35099,3737, Dataset 1,'37349'.,Other,viewed,26/07/21
35102,3916, Dataset 2,'37350'.,Other,viewed,26/07/21
35105,3916, Dataset 1,'37349'.,Other,viewed,26/07/21
35106,3916, Dataset 1,'37349'.,Other,viewed,26/07/21
35107,3916, Dataset 2,'37350'.,Other,viewed,26/07/21
35108,3817, Dataset 2,'37350'.,Other,viewed,26/07/21
35110,3916, Dataset 1,'37349'.,Other,viewed,26/07/21
35111,3817, Dataset 1,'37349'.,Other,viewed,26/07/21
35118,3567, Dataset 2,'37350'.,Other,viewed,26/07/21
35124,3916, Handout 5 - Flowcharts,'37315',PDF,completed,26/07/21
35127,3916, Handout 5 - Flowcharts,'37315'.,PDF,viewed,26/07/21
35129,2155, Lab Materials ,'37338',Other,completed,26/07/21
35130,3910, Lab Materials ,'36696',Other,completed,26/07/21
35131,2155, Lecture Materials ,'37336',Other,completed,26/07/21
35132,3910, Lecture Materials ,'36695',Other,completed,26/07/21
35133,3910, Lecture 5,'37313',Video,completed,26/07/21
35134,2155, Handout 5 - Flowcharts,'37315',PDF,completed,26/07/21
35135,3389, Dataset 1,'37349'.,Other,viewed,26/07/21
35136,3800, Handout4 PythonProgramming2,'35326'.,PDF,viewed,26/07/21
35137,3389, Dataset 2,'37350'.,Other,viewed,26/07/21
35138,2155, Handout 5 - Flowcharts,'37315'.,PDF,viewed,26/07/21
35139,2155, Lecture 5,'37313',Video,completed,26/07/21
35140,3389, Dataset 1,'37349'.,Other,viewed,26/07/21
35142,3800, Handout 5 - Flowcharts,'37315',PDF,completed,26/07/21
35145,3557, Dataset 1,'37349'.,Other,viewed,26/07/21
35146,3461, Dataset 1,'37349'.,Other,viewed,26/07/21
35147,3800, Handout 5 - Flowcharts,'37315'.,PDF,viewed,26/07/21
35149,3590, Dataset 1,'37349'.,Other,viewed,26/07/21
35150,3590, Dataset 1,'37349',Other,completed,26/07/21
35151,3590, Dataset 1,'37349',Other,completed,26/07/21
35153,3590, Dataset 2,'37350'.,Other,viewed,26/07/21
35154,3590, Dataset 1,'37349'.,Other,viewed,26/07/21
35160,3580, Dataset 1,'37349'.,Other,viewed,26/07/21
35165,3580, Handout 5 - Flowcharts,'37315',PDF,completed,26/07/21
35166,3580, Handout 5 - Flowcharts,'37315'.,PDF,viewed,26/07/21
35170,3461, Handout 5 - Flowcharts,'37315'.,PDF,viewed,26/07/21
35173,3476, Dataset 2,'37350'.,Other,viewed,26/07/21
35176,3476, Dataset 1,'37349'.,Other,viewed,26/07/21
35178,3576, Handout 5 - Flowcharts,'37315'.,PDF,viewed,26/07/21
35180,3411, Dataset 2,'37350'.,Other,viewed,26/07/21
35181,3411, Dataset 1,'37349'.,Other,viewed,26/07/21
35182,3411, Dataset 1,'37349'.,Other,viewed,26/07/21
35183,3411, Dataset 1,'37349'.,Other,viewed,26/07/21
35186,3532, Dataset 1,'37349'.,Other,viewed,26/07/21
35187,3532, Dataset 1,'37349'.,Other,viewed,26/07/21
35190,3411, Lab Materials ,'37338',Other,completed,26/07/21
35191,3411, Lecture Materials ,'37336',Other,completed,26/07/21
35192,3411, Handout 5 - Flowcharts,'37315',PDF,completed,26/07/21
35193,3411, Lecture 5,'37313',Video,completed,26/07/21
35194,3411, Lecture 5,'37313',Video,completed,26/07/21
35198,3411, Handout 5 - Flowcharts,'37315'.,PDF,viewed,26/07/21
35199,3411, Lecture 5,'37313',Video,completed,26/07/21
35202,3755, Dataset 1,'37349'.,Other,viewed,26/07/21
35205,3566, Dataset 1,'37349'.,Other,viewed,26/07/21
35206,3566, Dataset 1,'37349'.,Other,viewed,26/07/21
35207,3566, Dataset 1,'37349'.,Other,viewed,26/07/21
35208,3566, Dataset 1,'37349'.,Other,viewed,26/07/21
35209,3547, Dataset 2,'37350'.,Other,viewed,26/07/21
35212,3547, Dataset 1,'37349'.,Other,viewed,26/07/21
35214,3547, Dataset 2,'37350'.,Other,viewed,26/07/21
35215,3755, Lecture 5,'37313',Video,completed,26/07/21
35216,3547, Dataset 1,'37349'.,Other,viewed,26/07/21
35219,3755, Handout 5 - Flowcharts,'37315',PDF,completed,26/07/21
35221,3646, Lecture Materials ,'36695',Other,completed,26/07/21
35222,3646, Lecture Materials ,'36695',Other,completed,26/07/21
35223,3575, Dataset 2,'37350'.,Other,viewed,26/07/21
35224,3547, Handout 5 - Flowcharts,'37315'.,PDF,viewed,26/07/21
35225,3547, Handout 5 - Flowcharts,'37315',PDF,completed,26/07/21
35226,3646, Lecture Materials ,'36695',Other,completed,26/07/21
35227,3646, Lecture 5,'37313',Video,completed,26/07/21
35228,3575, Dataset 1,'37349'.,Other,viewed,26/07/21
35230,3646, Handout 5 - Flowcharts,'37315'.,PDF,viewed,26/07/21
35231,3646, Handout 5 - Flowcharts,'37315',PDF,completed,26/07/21
35232,3755, Handout 5 - Flowcharts,'37315'.,PDF,viewed,26/07/21
35234,3646, Dataset 2,'37350',Other,completed,26/07/21
35240,3732, Handout 5 - Flowcharts,'37315'.,PDF,viewed,26/07/21
35241,3476, Dataset 1,'37349'.,Other,viewed,26/07/21
35242,3386, Handout 5 - Flowcharts,'37315',PDF,completed,26/07/21
35243,3646, Dataset 2,'37350'.,Other,viewed,26/07/21
35244,3386, Handout 5 - Flowcharts,'37315'.,PDF,viewed,26/07/21
35245,3386, Lecture 5,'37313',Video,completed,26/07/21
35248,3386, Dataset 1,'37349',Other,completed,26/07/21
35249,3386, Dataset 2,'37350',Other,completed,26/07/21
35250,3450, Dataset 2,'37350'.,Other,viewed,26/07/21
35251,3450, Dataset 1,'37349'.,Other,viewed,26/07/21
35256,3386, Dataset 2,'37350'.,Other,viewed,26/07/21
35260,3826, Dataset 1,'37349'.,Other,viewed,26/07/21
35261,3657, Dataset 2,'37350'.,Other,viewed,26/07/21
35262,3826, Dataset 1,'37349'.,Other,viewed,26/07/21
35263,3826, Dataset 1,'37349',Other,completed,26/07/21
35264,3826, Dataset 1,'37349',Other,completed,26/07/21
35266,3657, Dataset 1,'37349'.,Other,viewed,26/07/21
35269,3657, Dataset 1,'37349'.,Other,viewed,26/07/21
35271,3429, Dataset 1,'37349'.,Other,viewed,26/07/21
35272,3476, Handout 5 - Flowcharts,'37315'.,PDF,viewed,26/07/21
35274,3646, Dataset 1,'37349'.,Other,viewed,26/07/21
35275,3646, Dataset 1,'37349',Other,completed,26/07/21
35276,3657, Handout 5 - Flowcharts,'37315'.,PDF,viewed,26/07/21
35279,3429, Handout 5 - Flowcharts,'37315',PDF,completed,26/07/21
35281,3402, Lecture 5,'37313',Video,completed,26/07/21
35282,3429, Handout 5 - Flowcharts,'37315'.,PDF,viewed,26/07/21
35283,3533, Dataset 1,'37349'.,Other,viewed,26/07/21
35284,3437, Handout 5 - Flowcharts,'37315'.,PDF,viewed,26/07/21
35286,3533, Dataset 1,'37349'.,Other,viewed,26/07/21
35288,3933, Dataset 2,'37350'.,Other,viewed,26/07/21
35289,3933, Dataset 1,'37349'.,Other,viewed,26/07/21
35292,3466, Lab Materials ,'36696',Other,completed,26/07/21
35293,3466, Lab Materials ,'36696',Other,completed,26/07/21
35294,3466, Lecture Materials ,'36695',Other,completed,26/07/21
35295,3466, Lecture 5,'37313',Video,completed,26/07/21
35297,3646, Dataset 2,'37350'.,Other,viewed,26/07/21
35298,3646, Dataset 1,'37349'.,Other,viewed,26/07/21
35300,3646, Dataset 1,'37349'.,Other,viewed,26/07/21
35303,3466, Dataset 2,'37350'.,Other,viewed,26/07/21
35304,3466, Dataset 2,'37350',Other,completed,26/07/21
35307,3466, Dataset 1,'37349'.,Other,viewed,26/07/21
35308,3466, Dataset 1,'37349',Other,completed,26/07/21
35309,3624, Dataset 2,'37350'.,Other,viewed,26/07/21
35311,3632, Dataset 1,'37349'.,Other,viewed,26/07/21
35312,3624, Dataset 1,'37349'.,Other,viewed,26/07/21
35313,3896, Dataset 2,'37350'.,Other,viewed,26/07/21
35314,3896, Dataset 2,'37350'.,Other,viewed,26/07/21
35315,3632, Dataset 1,'37349'.,Other,viewed,26/07/21
35316,3624, Dataset 1,'37349'.,Other,viewed,26/07/21
35317,3389, Dataset 2,'37350'.,Other,viewed,26/07/21
35318,3389, Dataset 1,'37349',Other,completed,26/07/21
35319,3389, Dataset 1,'37349'.,Other,viewed,26/07/21
35320,3896, Dataset 1,'37349'.,Other,viewed,26/07/21
35321,3896, Dataset 1,'37349'.,Other,viewed,26/07/21
35328,3533, Dataset 2,'37350'.,Other,viewed,26/07/21
35331,3533, Dataset 1,'37349'.,Other,viewed,26/07/21
35332,3581, Dataset 2,'37350'.,Other,viewed,26/07/21
35333,3581, Dataset 1,'37349'.,Other,viewed,26/07/21
35336,3578, Dataset 2,'37350'.,Other,viewed,26/07/21
35337,3578, Dataset 1,'37349'.,Other,viewed,26/07/21
35338,3465, Dataset 1,'37349'.,Other,viewed,26/07/21
35340,3579, Dataset 2,'37350'.,Other,viewed,26/07/21
35341,3465, Dataset 2,'37350'.,Other,viewed,26/07/21
35342,3465, Dataset 1,'37349'.,Other,viewed,26/07/21
35344,3579, Dataset 1,'37349'.,Other,viewed,26/07/21
35345,3386, Dataset 1,'37349'.,Other,viewed,26/07/21
35349,3490, Lecture 5,'37313',Video,completed,26/07/21
35350,3490, Dataset 1,'37349'.,Other,viewed,26/07/21
35351,3579, Handout 5 - Flowcharts,'37315'.,PDF,viewed,26/07/21
35352,3542, Dataset 2,'37350'.,Other,viewed,26/07/21
35353,3542, Dataset 2,'37350',Other,completed,26/07/21
35355,3542, Dataset 1,'37349'.,Other,viewed,26/07/21
35356,3542, Dataset 1,'37349',Other,completed,26/07/21
35357,3892, Dataset 2,'37350'.,Other,viewed,26/07/21
35358,3892, Dataset 1,'37349'.,Other,viewed,26/07/21
35359,3625, Lecture 4,'36184',Video,completed,26/07/21
35363,3610, Dataset 2,'37350'.,Other,viewed,26/07/21
35364,3610, Dataset 1,'37349'.,Other,viewed,26/07/21
35366,3610, Handout 5 - Flowcharts,'37315'.,PDF,viewed,26/07/21
35367,3588, Dataset 2,'37350'.,Other,viewed,26/07/21
35368,3610, Handout 5 - Flowcharts,'37315',PDF,completed,26/07/21
35369,3588, Dataset 1,'37349'.,Other,viewed,26/07/21
35370,3588, Dataset 1,'37349'.,Other,viewed,26/07/21
35373,3903, Dataset 2,'37350'.,Other,viewed,26/07/21
35374,3538, Dataset 2,'37350',Other,completed,26/07/21
35375,3903, Dataset 1,'37349'.,Other,viewed,26/07/21
35376,3588, Lecture 3,'35332',Video,completed,26/07/21
35377,3903, Dataset 2,'37350'.,Other,viewed,26/07/21
35378,3903, Dataset 1,'37349'.,Other,viewed,26/07/21
35379,3903, Dataset 1,'37349',Other,completed,26/07/21
35380,3903, Dataset 2,'37350',Other,completed,26/07/21
35381,3903, Dataset 1,'37349'.,Other,viewed,26/07/21
35385,3538, Dataset 2,'37350'.,Other,viewed,26/07/21
35386,3538, Dataset 1,'37349',Other,completed,26/07/21
35387,3538, Dataset 1,'37349'.,Other,viewed,26/07/21
35388,2613, Dataset 1,'37349'.,Other,viewed,26/07/21
35391,3903, Lab Materials ,'37338',Other,completed,26/07/21
35392,3903, Lecture Materials ,'37336',Other,completed,26/07/21
35393,3903, Handout 5 - Flowcharts,'37315',PDF,completed,26/07/21
35394,3903, Handout 5 - Flowcharts,'37315'.,PDF,viewed,26/07/21
35395,3903, Lecture 5,'37313',Video,completed,26/07/21
35399,3457, Dataset 1,'37349'.,Other,viewed,26/07/21
35400,3937, Dataset 2,'37350',Other,completed,26/07/21
35401,3457, Dataset 1,'37349',Other,completed,26/07/21
35402,3937, Dataset 2,'37350'.,Other,viewed,26/07/21
35403,3937, Dataset 1,'37349'.,Other,viewed,26/07/21
35404,3937, Dataset 1,'37349',Other,completed,26/07/21
35406,3778, Dataset 2,'37350'.,Other,viewed,26/07/21
35410,3778, Dataset 1,'37349'.,Other,viewed,26/07/21
35411,3538, Dataset 1,'37349'.,Other,viewed,26/07/21
35414,3937, Handout 5 - Flowcharts,'37315',PDF,completed,26/07/21
35416,3937, Handout 5 - Flowcharts,'37315'.,PDF,viewed,26/07/21
35419,3937, Lecture Materials ,'36695',Other,completed,26/07/21
35420,3441, Dataset 2,'37350'.,Other,viewed,26/07/21
35421,3441, Dataset 1,'37349'.,Other,viewed,26/07/21
35422,3441, Dataset 1,'37349'.,Other,viewed,26/07/21
35424,3538, Handout 5 - Flowcharts,'37315',PDF,completed,26/07/21
35425,3552, Dataset 2,'37350'.,Other,viewed,26/07/21
35426,3538, Handout 5 - Flowcharts,'37315'.,PDF,viewed,26/07/21
35427,3552, Dataset 1,'37349'.,Other,viewed,26/07/21
35429,3530, Dataset 1,'37349'.,Other,viewed,26/07/21
35430,3552, Dataset 1,'37349'.,Other,viewed,26/07/21
35431,3530, Dataset 2,'37350'.,Other,viewed,26/07/21
35432,3530, Dataset 1,'37349'.,Other,viewed,26/07/21
35433,3530, Dataset 1,'37349'.,Other,viewed,26/07/21
35436,3562, Lecture 3,'35332',Video,completed,26/07/21
35437,3485, Dataset 1,'37349'.,Other,viewed,26/07/21
35438,3552, Handout4 PythonProgramming2,'35326',PDF,completed,26/07/21
35439,3552, Handout4 PythonProgramming2,'35326',PDF,completed,26/07/21
35440,3552, Handout4 PythonProgramming2,'35326'.,PDF,viewed,26/07/21
35441,3562, Lecture 4,'36184',Video,completed,26/07/21
35442,3562, Dataset 2,'37350',Other,completed,26/07/21
35443,3552, Handout 5 - Flowcharts,'37315'.,PDF,viewed,26/07/21
35444,3485, Dataset 1,'37349'.,Other,viewed,26/07/21
35445,3552, Dataset 1,'37349'.,Other,viewed,26/07/21
35446,3441, Lab Materials ,'37338',Other,completed,26/07/21
35447,3441, Lab Materials ,'37338',Other,completed,26/07/21
35448,3562, Dataset 2,'37350'.,Other,viewed,26/07/21
35449,3562, Dataset 1,'37349',Other,completed,26/07/21
35452,3562, Dataset 1,'37349'.,Other,viewed,26/07/21
35453,3435, Dataset 1,'37349'.,Other,viewed,26/07/21
35454,3485, Dataset 1,'37349'.,Other,viewed,26/07/21
35455,3562, Dataset 1,'37349'.,Other,viewed,26/07/21
35456,3562, Dataset 1,'37349'.,Other,viewed,26/07/21
35457,3562, Dataset 1,'37349'.,Other,viewed,26/07/21
35459,3565, Dataset 2,'37350'.,Other,viewed,26/07/21
35460,3565, Dataset 1,'37349'.,Other,viewed,26/07/21
35461,3565, Dataset 1,'37349'.,Other,viewed,26/07/21
35464,3435, Dataset 1,'37349'.,Other,viewed,26/07/21
35465,3593, Handout 5 - Flowcharts,'37315'.,PDF,viewed,26/07/21
35467,3562, Lecture 5,'37313',Video,completed,26/07/21
35468,3593, Dataset 2,'37350'.,Other,viewed,26/07/21
35469,3562, Handout 5 - Flowcharts,'37315',PDF,completed,26/07/21
35470,3593, Dataset 1,'37349'.,Other,viewed,26/07/21
35471,3775, Lecture 5,'37313',Video,completed,26/07/21
35472,3775, Handout 5 - Flowcharts,'37315',PDF,completed,26/07/21
35473,3479, Dataset 1,'37349'.,Other,viewed,26/07/21
35477,3562, Handout 5 - Flowcharts,'37315'.,PDF,viewed,26/07/21
35480,3562, Handout 5 - Flowcharts,'37315'.,PDF,viewed,26/07/21
35483,3644, Dataset 1,'37349'.,Other,viewed,26/07/21
35484,3644, Dataset 1,'37349',Other,completed,26/07/21
35485,3644, Dataset 1,'37349',Other,completed,26/07/21
35488,3479, Dataset 1,'37349'.,Other,viewed,26/07/21
35490,3839, Dataset 2,'37350'.,Other,viewed,26/07/21
35491,3479, Dataset 1,'37349'.,Other,viewed,26/07/21
35492,3839, Dataset 1,'37349'.,Other,viewed,26/07/21
35494,3386, Dataset 1,'37349'.,Other,viewed,26/07/21
35495,3775, Handout 5 - Flowcharts,'37315'.,PDF,viewed,26/07/21
35496,3386, Dataset 2,'37350'.,Other,viewed,26/07/21
35497,3386, Dataset 1,'37349'.,Other,viewed,26/07/21
35499,3625, Handout 2,'33244',PDF,completed,26/07/21
35501,3625, Lecture 2,'33127',Video,completed,26/07/21
35502,3625, Handout 1,'33243',PDF,completed,26/07/21
35504,3625, Lecture 1,'32094',Video,completed,26/07/21
35508,3892, Handout 5 - Flowcharts,'37315'.,PDF,viewed,26/07/21
35509,3829, Dataset 1,'37349'.,Other,viewed,26/07/21
