,User_id,Hit,Count
251,3453,resource,459
252,3454,assessment,9
253,3454,forum_view,14
254,3454,resource,414
255,3455,assessment,10
256,3455,forum_participation,1
257,3455,forum_view,4
258,3455,resource,240
259,3456,assessment,8
260,3456,forum_view,9
261,3456,resource,367
262,3457,assessment,10
263,3457,forum_view,6
264,3457,resource,241
265,3458,assessment,9
266,3458,forum_view,6
267,3458,resource,368
268,3459,assessment,8
269,3459,forum_participation,1
270,3459,forum_view,15
271,3459,resource,281
272,3460,assessment,7
273,3460,forum_participation,1
274,3460,forum_view,78
275,3460,resource,601
276,3461,assessment,8
277,3461,forum_participation,1
278,3461,forum_view,10
279,3461,resource,547
280,3462,assessment,7
281,3462,forum_view,28
282,3462,resource,352
283,3463,assessment,6
284,3463,forum_participation,1
285,3463,forum_view,15
286,3463,resource,425
287,3464,assessment,8
288,3464,forum_participation,1
289,3464,forum_view,12
290,3464,resource,312
291,3465,assessment,8
292,3465,forum_participation,1
293,3465,forum_view,11
294,3465,resource,337
295,3466,assessment,10
296,3466,forum_participation,5
297,3466,forum_view,26
298,3466,resource,737
299,3467,assessment,11
300,3467,forum_participation,1
301,3467,forum_view,5
302,3467,resource,281
303,3468,assessment,10
304,3468,forum_participation,1
305,3468,forum_view,7
306,3468,resource,321
307,3469,assessment,10
308,3469,forum_participation,2
309,3469,forum_view,17
310,3469,resource,380
311,3470,assessment,10
312,3470,forum_participation,1
313,3470,forum_view,36
314,3470,resource,546
315,3471,assessment,12
316,3471,forum_participation,3
317,3471,forum_view,13
318,3471,resource,419
319,3472,assessment,8
320,3472,forum_participation,1
321,3472,forum_view,18
322,3472,resource,319
323,3473,assessment,8
324,3473,forum_participation,1
325,3473,forum_view,16
326,3473,resource,328
327,3474,assessment,7
328,3474,forum_participation,2
329,3474,forum_view,11
330,3474,resource,229
331,3475,assessment,10
332,3475,forum_participation,1
333,3475,forum_view,47
334,3475,resource,377
335,3476,assessment,15
336,3476,forum_view,5
337,3476,resource,349
338,3477,assessment,7
339,3477,forum_view,7
340,3477,resource,344
341,3478,assessment,8
342,3478,forum_participation,1
343,3478,forum_view,6
344,3478,resource,213
345,3479,assessment,8
346,3479,forum_participation,1
347,3479,forum_view,41
348,3479,resource,805
349,3480,assessment,14
350,3480,forum_participation,1
351,3480,forum_view,6
352,3480,resource,402
353,3481,assessment,16
354,3481,forum_view,6
355,3481,resource,456
356,3482,assessment,14
357,3482,forum_view,3
358,3482,resource,467
359,3483,assessment,7
360,3483,forum_view,14
361,3483,resource,370
362,3484,assessment,9
363,3484,forum_view,16
364,3484,resource,347
365,3485,assessment,13
366,3485,forum_view,3
367,3485,resource,553
368,3486,assessment,7
369,3486,resource,286
370,3487,assessment,10
371,3487,forum_view,2
372,3487,resource,186
373,3488,assessment,9
374,3488,forum_participation,2
375,3488,forum_view,31
376,3488,resource,432
377,3489,assessment,10
378,3489,forum_participation,1
379,3489,forum_view,14
380,3489,resource,483
381,3490,assessment,10
382,3490,forum_participation,1
383,3490,forum_view,21
384,3490,resource,289
385,3491,assessment,7
386,3491,forum_view,2
387,3491,resource,313
388,3492,assessment,10
389,3492,forum_participation,1
390,3492,forum_view,63
391,3492,resource,657
392,3493,assessment,8
393,3493,forum_view,2
394,3493,resource,249
395,3494,assessment,8
396,3494,forum_view,6
397,3494,resource,350
398,3495,assessment,14
399,3495,forum_participation,1
400,3495,forum_view,29
401,3495,resource,400
402,3496,assessment,8
403,3496,forum_participation,1
404,3496,forum_view,19
405,3496,resource,253
406,3497,assessment,7
407,3497,forum_participation,1
408,3497,forum_view,7
409,3497,resource,268
410,3498,assessment,8
411,3498,forum_view,20
412,3498,resource,298
413,3499,assessment,9
414,3499,forum_view,12
415,3499,resource,368
416,3500,assessment,8
417,3500,forum_view,20
418,3500,resource,391
419,3501,assessment,8
420,3501,forum_view,7
421,3501,resource,302
422,3502,assessment,7
423,3502,forum_view,5
424,3502,resource,382
425,3503,assessment,8
426,3503,forum_view,3
427,3503,resource,168
428,3504,assessment,8
429,3504,forum_participation,1
430,3504,forum_view,22
431,3504,resource,472
432,3506,assessment,12
433,3506,resource,397
434,3507,assessment,8
435,3507,forum_view,2
436,3507,resource,242
437,3508,assessment,10
438,3508,forum_participation,1
439,3508,forum_view,22
440,3508,resource,315
441,3509,assessment,10
442,3509,forum_view,8
443,3509,resource,256
444,3510,assessment,13
445,3510,forum_participation,1
446,3510,forum_view,6
447,3510,resource,256
448,3511,assessment,9
449,3511,forum_view,3
450,3511,resource,406
451,3512,assessment,7
452,3512,forum_view,6
453,3512,resource,336
454,3513,assessment,13
455,3513,forum_view,12
456,3513,resource,601
457,3514,assessment,8
458,3514,forum_view,2
459,3514,resource,356
460,3515,assessment,18
461,3515,forum_view,6
462,3515,resource,399
463,3516,assessment,10
464,3516,forum_participation,1
465,3516,forum_view,23
466,3516,resource,363
467,3517,assessment,14
468,3517,forum_participation,1
469,3517,forum_view,11
470,3517,resource,403
471,3518,assessment,7
472,3518,forum_participation,1
473,3518,forum_view,13
474,3518,resource,284
475,3519,assessment,14
476,3519,forum_view,4
477,3519,resource,291
478,3520,assessment,10
479,3520,forum_participation,1
480,3520,forum_view,12
481,3520,resource,344
482,3521,assessment,7
483,3521,forum_participation,1
484,3521,forum_view,10
485,3521,resource,447
486,3522,assessment,9
487,3522,forum_participation,1
488,3522,forum_view,52
489,3522,resource,523
490,3523,assessment,8
491,3523,forum_view,10
492,3523,resource,252
493,3525,assessment,7
494,3525,forum_view,13
495,3525,resource,223
496,3526,assessment,7
497,3526,forum_participation,1
498,3526,forum_view,18
499,3526,resource,386
500,3527,assessment,7
501,3527,forum_view,5
502,3527,resource,249
503,3528,assessment,7
504,3528,forum_participation,1
505,3528,forum_view,4
506,3528,resource,224
507,3529,assessment,7
508,3529,forum_participation,1
509,3529,forum_view,19
510,3529,resource,240
511,3530,assessment,9
512,3530,forum_participation,1
513,3530,forum_view,4
514,3530,resource,355
515,3531,assessment,8
516,3531,forum_participation,1
517,3531,forum_view,13
518,3531,resource,421
519,3532,assessment,7
520,3532,forum_view,5
521,3532,resource,311
522,3533,assessment,7
523,3533,forum_view,9
524,3533,resource,255
525,3534,assessment,6
526,3534,forum_view,5
527,3534,resource,380
528,3535,assessment,7
529,3535,forum_participation,1
530,3535,forum_view,68
531,3535,resource,692
532,3536,assessment,9
533,3536,forum_view,3
534,3536,resource,253
535,3537,assessment,10
536,3537,forum_view,11
537,3537,resource,392
538,3538,assessment,12
539,3538,forum_participation,1
540,3538,forum_view,4
541,3538,resource,360
542,3539,assessment,14
543,3539,forum_view,14
544,3539,resource,659
545,3540,assessment,8
546,3540,forum_view,7
547,3540,resource,396
548,3541,assessment,11
549,3541,forum_participation,1
550,3541,forum_view,7
551,3541,resource,331
552,3542,assessment,9
553,3542,forum_participation,1
554,3542,forum_view,10
555,3542,resource,371
556,3543,assessment,7
557,3543,forum_participation,1
558,3543,forum_view,17
559,3543,resource,220
560,3544,assessment,8
561,3544,forum_participation,1
562,3544,forum_view,2
563,3544,resource,136
564,3545,assessment,9
565,3545,forum_participation,1
566,3545,forum_view,18
567,3545,resource,366
568,3546,assessment,15
569,3546,forum_view,9
570,3546,resource,423
571,3547,assessment,8
572,3547,forum_participation,1
573,3547,forum_view,34
574,3547,resource,318
575,3548,assessment,8
576,3548,forum_view,1
577,3548,resource,437
578,3549,assessment,14
579,3549,forum_view,9
580,3549,resource,381
581,3550,assessment,18
582,3550,forum_view,84
583,3550,resource,758
584,3551,assessment,14
585,3551,forum_view,6
586,3551,resource,408
587,3552,assessment,8
588,3552,forum_participation,1
589,3552,forum_view,12
590,3552,resource,255
591,3553,assessment,8
592,3553,forum_participation,1
593,3553,forum_view,5
594,3553,resource,350
595,3554,assessment,7
596,3554,forum_participation,1
597,3554,forum_view,28
598,3554,resource,416
599,3555,assessment,8
600,3555,forum_view,6
601,3555,resource,318
602,3556,assessment,8
603,3556,forum_view,1
604,3556,resource,463
605,3557,assessment,13
606,3557,forum_view,11
607,3557,resource,418
608,3558,assessment,7
609,3558,forum_participation,1
610,3558,forum_view,7
611,3558,resource,435
612,3559,assessment,9
613,3559,forum_view,6
614,3559,resource,310
615,3560,assessment,7
616,3560,forum_participation,1
617,3560,forum_view,13
618,3560,resource,403
619,3561,assessment,12
620,3561,forum_participation,1
621,3561,forum_view,23
622,3561,resource,432
623,3562,assessment,17
624,3562,forum_view,8
625,3562,resource,270
626,3563,assessment,9
627,3563,forum_participation,1
628,3563,forum_view,16
629,3563,resource,292
630,3564,assessment,7
631,3564,forum_participation,1
632,3564,forum_view,11
633,3564,resource,680
634,3565,assessment,14
635,3565,forum_participation,1
636,3565,forum_view,20
637,3565,resource,385
638,3566,assessment,8
639,3566,forum_participation,1
640,3566,forum_view,21
641,3566,resource,402
642,3567,assessment,10
643,3567,forum_participation,1
644,3567,forum_view,6
645,3567,resource,216
646,3568,assessment,18
647,3568,forum_view,1
648,3568,resource,415
649,3569,assessment,8
650,3569,forum_view,9
651,3569,resource,328
652,3570,assessment,7
653,3570,forum_view,4
654,3570,resource,379
655,3572,assessment,7
656,3572,forum_participation,1
657,3572,forum_view,8
658,3572,resource,263
659,3573,assessment,7
660,3573,forum_view,2
661,3573,resource,189
662,3574,assessment,10
663,3574,forum_participation,2
664,3574,forum_view,36
665,3574,resource,332
666,3575,assessment,11
667,3575,forum_participation,1
668,3575,forum_view,25
669,3575,resource,274
670,3576,assessment,8
671,3576,forum_view,1
672,3576,resource,376
673,3577,assessment,15
674,3577,forum_view,28
675,3577,resource,480
676,3578,assessment,10
677,3578,forum_participation,1
678,3578,forum_view,37
679,3578,resource,544
680,3579,assessment,13
681,3579,forum_participation,2
682,3579,forum_view,24
683,3579,resource,327
684,3580,assessment,8
685,3580,forum_view,1
686,3580,resource,288
687,3581,assessment,10
688,3581,forum_view,16
689,3581,resource,524
690,3582,assessment,8
691,3582,forum_participation,1
692,3582,forum_view,11
693,3582,resource,508
694,3584,assessment,15
695,3584,forum_participation,1
696,3584,forum_view,17
697,3584,resource,368
698,3585,assessment,8
699,3585,resource,241
700,3586,assessment,12
701,3586,forum_view,32
702,3586,resource,606
703,3587,assessment,8
704,3587,forum_participation,1
705,3587,forum_view,6
706,3587,resource,304
707,3588,assessment,12
708,3588,forum_participation,1
709,3588,forum_view,8
710,3588,resource,213
711,3589,assessment,8
712,3589,forum_participation,2
713,3589,forum_view,10
714,3589,resource,376
715,3590,assessment,17
716,3590,forum_view,15
717,3590,resource,499
718,3591,assessment,7
719,3591,forum_view,2
720,3591,resource,303
721,3592,assessment,9
722,3592,forum_view,9
723,3592,resource,460
724,3593,assessment,9
725,3593,forum_view,5
726,3593,resource,244
727,3594,assessment,7
728,3594,forum_view,14
729,3594,resource,377
730,3595,assessment,11
731,3595,forum_view,8
732,3595,resource,267
733,3596,assessment,17
734,3596,forum_view,8
735,3596,resource,464
736,3597,assessment,3
737,3597,forum_view,6
738,3597,resource,120
739,3598,assessment,15
740,3598,forum_view,4
741,3598,resource,316
742,3599,assessment,10
743,3599,forum_participation,1
744,3599,forum_view,18
745,3599,resource,325
746,3600,assessment,13
747,3600,forum_participation,1
748,3600,forum_view,3
749,3600,resource,470
750,3601,assessment,19
751,3601,forum_participation,1
752,3601,forum_view,17
753,3601,resource,485
754,3602,assessment,7
755,3602,forum_participation,1
756,3602,forum_view,7
757,3602,resource,205
758,3603,assessment,8
759,3603,forum_participation,1
760,3603,forum_view,22
761,3603,resource,271
762,3604,assessment,11
763,3604,forum_participation,1
764,3604,forum_view,50
765,3604,resource,722
766,3605,assessment,10
767,3605,forum_view,4
768,3605,resource,274
769,3606,assessment,8
770,3606,forum_participation,1
771,3606,forum_view,8
772,3606,resource,236
773,3607,assessment,12
774,3607,forum_view,7
775,3607,resource,218
776,3608,assessment,10
777,3608,forum_view,5
778,3608,resource,287
779,3610,assessment,9
780,3610,forum_view,5
781,3610,resource,297
782,3611,assessment,9
783,3611,forum_participation,1
784,3611,forum_view,15
785,3611,resource,312
786,3612,assessment,8
787,3612,forum_participation,1
788,3612,forum_view,43
789,3612,resource,407
790,3614,assessment,13
791,3614,forum_participation,1
792,3614,forum_view,22
793,3614,resource,473
794,3615,assessment,7
795,3615,forum_view,41
796,3615,resource,577
797,3617,assessment,7
798,3617,forum_participation,1
799,3617,forum_view,22
800,3617,resource,325
801,3618,assessment,8
802,3618,forum_view,4
803,3618,resource,360
804,3619,assessment,11
805,3619,forum_participation,1
806,3619,forum_view,7
807,3619,resource,303
808,3620,assessment,8
809,3620,forum_view,1
810,3620,resource,207
811,3621,assessment,8
812,3621,forum_participation,1
813,3621,forum_view,16
814,3621,resource,254
815,3622,assessment,9
816,3622,forum_participation,1
817,3622,forum_view,31
818,3622,resource,315
819,3623,assessment,11
820,3623,forum_view,26
821,3623,resource,282
822,3624,assessment,7
823,3624,forum_participation,1
824,3624,forum_view,26
825,3624,resource,483
826,3625,assessment,16
827,3625,forum_participation,1
828,3625,forum_view,22
829,3625,resource,626
830,3626,assessment,8
831,3626,forum_participation,1
832,3626,forum_view,36
833,3626,resource,289
834,3627,assessment,7
835,3627,forum_participation,4
836,3627,forum_view,12
837,3627,resource,239
838,3628,assessment,8
839,3628,forum_participation,1
840,3628,forum_view,34
841,3628,resource,644
842,3629,assessment,7
843,3629,forum_participation,2
844,3629,forum_view,36
845,3629,resource,251
846,3630,assessment,14
847,3630,forum_view,5
848,3630,resource,435
849,3631,assessment,12
850,3631,forum_participation,1
851,3631,forum_view,2
852,3631,resource,452
853,3632,assessment,13
854,3632,forum_view,4
855,3632,resource,263
856,3633,assessment,7
857,3633,forum_view,7
858,3633,resource,319
859,3635,assessment,12
860,3635,forum_participation,1
861,3635,forum_view,35
862,3635,resource,339
863,3636,assessment,9
864,3636,forum_participation,1
865,3636,forum_view,23
866,3636,resource,389
867,3637,assessment,15
868,3637,forum_view,10
869,3637,resource,330
870,3638,assessment,7
871,3638,forum_participation,1
872,3638,forum_view,6
873,3638,resource,364
874,3639,assessment,8
875,3639,forum_participation,1
876,3639,forum_view,2
877,3639,resource,279
878,3640,assessment,7
879,3640,forum_participation,1
880,3640,forum_view,14
881,3640,resource,405
882,3641,assessment,12
883,3641,forum_participation,1
884,3641,forum_view,20
885,3641,resource,384
886,3642,assessment,14
887,3642,forum_participation,1
888,3642,forum_view,6
889,3642,resource,374
890,3643,assessment,9
891,3643,forum_participation,1
892,3643,forum_view,16
893,3643,resource,461
894,3644,assessment,18
895,3644,forum_participation,1
896,3644,forum_view,19
897,3644,resource,504
898,3645,assessment,8
899,3645,forum_participation,1
900,3645,forum_view,11
901,3645,resource,384
902,3646,assessment,9
903,3646,forum_participation,1
904,3646,forum_view,44
905,3646,resource,414
906,3647,assessment,9
907,3647,forum_view,1
908,3647,resource,305
909,3648,assessment,7
910,3648,forum_view,2
911,3648,resource,206
912,3649,assessment,9
913,3649,forum_view,5
914,3649,resource,431
915,3650,assessment,7
916,3650,forum_participation,1
917,3650,forum_view,7
918,3650,resource,478
919,3651,assessment,8
920,3651,forum_participation,1
921,3651,forum_view,56
922,3651,resource,401
923,3652,assessment,9
924,3652,forum_participation,1
925,3652,forum_view,18
926,3652,resource,264
927,3653,assessment,8
928,3653,forum_participation,1
929,3653,forum_view,21
930,3653,resource,501
931,3654,assessment,8
932,3654,forum_participation,1
933,3654,forum_view,16
934,3654,resource,199
935,3655,assessment,13
936,3655,forum_participation,1
937,3655,forum_view,12
938,3655,resource,502
939,3656,assessment,9
940,3656,forum_view,4
941,3656,resource,209
942,3657,assessment,12
943,3657,forum_participation,1
944,3657,forum_view,12
945,3657,resource,465
946,3658,assessment,9
947,3658,forum_view,22
948,3658,resource,1219
949,3659,assessment,17
950,3659,forum_participation,1
951,3659,forum_view,10
952,3659,resource,230
953,3660,assessment,8
954,3660,forum_participation,1
955,3660,forum_view,10
956,3660,resource,238
957,3661,assessment,18
958,3661,forum_participation,2
959,3661,forum_view,19
960,3661,resource,493
961,3662,assessment,14
962,3662,forum_view,8
963,3662,resource,404
964,3663,assessment,7
965,3663,forum_view,10
966,3663,resource,265
967,3664,assessment,8
968,3664,forum_view,7
969,3664,resource,264
970,3665,assessment,7
971,3665,forum_participation,1
972,3665,forum_view,8
973,3665,resource,425
974,3667,assessment,14
975,3667,forum_participation,1
976,3667,forum_view,8
977,3667,resource,444
978,3669,assessment,8
979,3669,forum_participation,1
980,3669,forum_view,12
981,3669,resource,260
982,3670,assessment,7
983,3670,forum_view,7
984,3670,resource,424
985,3671,assessment,10
986,3671,forum_participation,1
987,3671,forum_view,7
988,3671,resource,787
989,3672,assessment,9
990,3672,forum_view,10
991,3672,resource,409
992,3673,assessment,10
993,3673,forum_view,7
994,3673,resource,409
995,3674,assessment,9
996,3674,forum_participation,1
997,3674,forum_view,1
998,3674,resource,235
999,3675,assessment,8
1000,3675,forum_participation,1
1001,3675,forum_view,4
1002,3675,resource,257
1003,3676,assessment,10
1004,3676,forum_participation,1
1005,3676,forum_view,20
1006,3676,resource,411
1007,3678,assessment,7
1008,3678,forum_participation,2
1009,3678,forum_view,18
1010,3678,resource,340
1011,3679,assessment,12
1012,3679,forum_view,11
1013,3679,resource,338
1014,3680,assessment,10
1015,3680,forum_view,10
1016,3680,resource,415
1017,3681,assessment,8
1018,3681,forum_view,11
1019,3681,resource,347
1020,3682,assessment,9
1021,3682,forum_view,1
1022,3682,resource,272
1023,3683,assessment,8
1024,3683,forum_participation,1
1025,3683,forum_view,23
1026,3683,resource,392
1027,3684,assessment,13
1028,3684,forum_participation,1
1029,3684,forum_view,15
1030,3684,resource,309
1031,3685,assessment,9
1032,3685,forum_view,4
1033,3685,resource,185
1034,3687,assessment,8
1035,3687,forum_participation,1
1036,3687,forum_view,20
1037,3687,resource,366
1038,3688,assessment,8
1039,3688,forum_view,4
1040,3688,resource,360
1041,3689,assessment,8
1042,3689,forum_view,1
1043,3689,resource,207
1044,3690,assessment,7
1045,3690,forum_participation,1
1046,3690,forum_view,9
1047,3690,resource,229
1048,3692,assessment,10
1049,3692,forum_view,8
1050,3692,resource,280
1051,3693,assessment,7
1052,3693,forum_view,9
1053,3693,resource,324
1054,3694,assessment,8
1055,3694,forum_participation,1
1056,3694,forum_view,17
1057,3694,resource,277
1058,3695,assessment,7
1059,3695,forum_view,4
1060,3695,resource,506
1061,3696,assessment,10
1062,3696,forum_participation,1
1063,3696,forum_view,15
1064,3696,resource,382
1065,3697,assessment,7
1066,3697,forum_view,2
1067,3697,resource,239
1068,3698,assessment,8
1069,3698,forum_view,2
1070,3698,resource,272
1071,3699,assessment,7
1072,3699,forum_participation,1
1073,3699,forum_view,24
1074,3699,resource,252
1075,3700,assessment,8
1076,3700,forum_view,4
1077,3700,resource,365
1078,3702,assessment,8
1079,3702,forum_view,2
1080,3702,resource,160
1081,3703,assessment,10
1082,3703,forum_participation,1
1083,3703,forum_view,7
1084,3703,resource,378
1085,3704,assessment,8
1086,3704,forum_view,1
1087,3704,resource,188
1088,3705,assessment,8
1089,3705,forum_view,2
1090,3705,resource,379
1091,3706,assessment,7
1092,3706,forum_view,4
1093,3706,resource,714
1094,3707,assessment,18
1095,3707,forum_view,2
1096,3707,resource,366
1097,3708,assessment,12
1098,3708,forum_view,7
1099,3708,resource,633
1100,3709,assessment,14
1101,3709,forum_participation,1
1102,3709,forum_view,31
1103,3709,resource,428
1104,3710,assessment,7
1105,3710,forum_participation,1
1106,3710,forum_view,7
1107,3710,resource,473
1108,3711,assessment,8
1109,3711,forum_view,17
1110,3711,resource,376
1111,3712,assessment,14
1112,3712,forum_participation,1
1113,3712,forum_view,5
1114,3712,resource,277
1115,3713,assessment,15
1116,3713,forum_participation,1
1117,3713,forum_view,17
1118,3713,resource,205
1119,3714,assessment,14
1120,3714,forum_participation,1
1121,3714,forum_view,24
1122,3714,resource,564
1123,3715,assessment,10
1124,3715,forum_participation,1
1125,3715,forum_view,16
1126,3715,resource,263
1127,3716,assessment,14
1128,3716,forum_view,2
1129,3716,resource,339
1130,3717,assessment,7
1131,3717,forum_participation,2
1132,3717,forum_view,11
1133,3717,resource,242
1134,3718,assessment,10
1135,3718,forum_view,18
1136,3718,resource,367
1137,3719,assessment,7
1138,3719,forum_view,10
1139,3719,resource,448
1140,3720,assessment,8
1141,3720,forum_participation,1
1142,3720,forum_view,16
1143,3720,resource,277
1144,3721,assessment,7
1145,3721,forum_participation,1
1146,3721,forum_view,6
1147,3721,resource,374
1148,3722,assessment,8
1149,3722,forum_view,50
1150,3722,resource,608
1151,3724,assessment,8
1152,3724,forum_participation,1
1153,3724,forum_view,23
1154,3724,resource,407
1155,3725,assessment,9
1156,3725,forum_participation,1
1157,3725,forum_view,12
1158,3725,resource,256
1159,3726,assessment,12
1160,3726,forum_view,13
1161,3726,resource,386
1162,3727,assessment,9
1163,3727,forum_participation,1
1164,3727,forum_view,8
1165,3727,resource,629
1166,3728,assessment,16
1167,3728,forum_participation,1
1168,3728,forum_view,14
1169,3728,resource,335
1170,3729,assessment,10
1171,3729,forum_view,3
1172,3729,resource,292
1173,3730,assessment,8
1174,3730,forum_participation,1
1175,3730,forum_view,8
1176,3730,resource,350
1177,3732,assessment,8
1178,3732,resource,352
1179,3733,assessment,8
1180,3733,forum_view,1
1181,3733,resource,241
1182,3734,assessment,11
1183,3734,forum_participation,2
1184,3734,forum_view,9
1185,3734,resource,445
1186,3735,assessment,7
1187,3735,resource,168
1188,3736,assessment,11
1189,3736,forum_view,23
1190,3736,resource,505
1191,3737,assessment,9
1192,3737,forum_participation,1
1193,3737,forum_view,5
1194,3737,resource,246
1195,3738,assessment,9
1196,3738,forum_view,9
1197,3738,resource,364
1198,3739,assessment,9
1199,3739,forum_view,2
1200,3739,resource,400
1201,3740,assessment,11
1202,3740,forum_participation,1
1203,3740,forum_view,20
1204,3740,resource,437
1205,3741,assessment,8
1206,3741,forum_view,14
1207,3741,resource,335
1208,3743,assessment,8
1209,3743,forum_view,3
1210,3743,resource,129
1211,3744,assessment,8
1212,3744,forum_view,9
1213,3744,resource,326
1214,3745,assessment,8
1215,3745,forum_participation,1
